image_id,field_name,field_label,ocr_value,confidence,ocr_engine,error_type_hint
ENG-0064,work_area,作业区域,C-06,0.8912,simulated,完全正确
ENG-0064,equipment_status,设备状态,,0.1858,simulated,字段缺失
ENG-0064,date,日期,2026-06-05,0.9605,simulated,完全正确
ENG-0065,qc_id,桥吊编号,QC-07,0.8952,simulated,完全正确
ENG-0065,rtg_id,龙门吊编号,20-RTG,0.717,simulated,顺序错误
ENG-0065,yard_gate,堆场口,YARD-E3,0.8975,simulated,完全正确
ENG-0065,work_area,作业区域,A-13,0.8797,simulated,完全正确
ENG-0065,equipment_status,设备状态,维修中,0.9809,simulated,完全正确
ENG-0065,date,日期,06-06-2026,0.5226,simulated,顺序错误
ENG-0066,qc_id,桥吊编号,QC-04,0.9832,simulated,完全正确
ENG-0066,rtg_id,龙门吊编号,RTG-21,0.8905,simulated,完全正确
ENG-0066,yard_gate,堆场口,,0.2689,simulated,字段缺失
ENG-0066,work_area,作业区域,A-18,0.8702,simulated,完全正确
ENG-0066,equipment_status,设备状态,正常,0.8663,simulated,完全正确
ENG-0066,date,日期,2026-06-07,0.9516,simulated,完全正确
ENG-0067,qc_id,桥吊编号,QC-12,0.8857,simulated,完全正确
ENG-0067,rtg_id,龙门吊编号,RTG-08,0.9084,simulated,完全正确
ENG-0067,yard_gate,堆场口,YARD-F3,0.8686,simulated,完全正确
ENG-0067,work_area,作业区域,D-23,0.9561,simulated,完全正确
ENG-0067,equipment_status,设备状态,停用,0.8656,simulated,完全正确
ENG-0067,date,日期,,0.1445,simulated,漏识别
ENG-0068,qc_id,桥吊编号,,0.2986,simulated,字段缺失
ENG-0068,rtg_id,龙门吊编号,RTG-04,0.9166,simulated,完全正确
ENG-0068,yard_gate,堆场口,YARD-A4,0.9522,simulated,完全正确
ENG-0068,work_area,作业区域,B-28,0.9125,simulated,完全正确
ENG-0068,equipment_status,设备状态,维修信,0.5554,simulated,中文识别错误
ENG-0068,date,日期,2026-06-09,0.8959,simulated,完全正确
ENG-0069,qc_id,桥吊编号,QC-06,0.9503,simulated,完全正确
ENG-0069,rtg_id,龙门吊编号,RTG-26,0.958,simulated,完全正确
ENG-0069,yard_gate,堆场口,YARD-D4,0.8973,simulated,完全正确
ENG-0069,work_area,作业区域,D-23,0.9426,simulated,完全正确
ENG-0069,equipment_status,设备状态,待检,0.8877,simulated,完全正确
ENG-0069,date,日期,2026-06-10,0.8681,simulated,完全正确
ENG-0070,qc_id,桥吊编号,QC-27,0.961,simulated,完全正确
ENG-0070,rtg_id,龙门吊编号,RTG-03,0.9013,simulated,完全正确
ENG-0070,yard_gate,堆场口,YARD-A2,0.9394,simulated,完全正确
ENG-0070,work_area,作业区域,A-06,0.9818,simulated,完全正确
ENG-0070,equipment_status,设备状态,维修中,0.9263,simulated,完全正确
ENG-0070,date,日期,2026-06-11,0.8838,simulated,完全正确
ENG-0071,qc_id,桥吊编号,QC-26,0.8756,simulated,完全正确
ENG-0071,rtg_id,龙门吊编号,RTG-28,0.9809,simulated,完全正确
ENG-0071,yard_gate,堆场口,YARD-E4,0.8644,simulated,完全正确
ENG-0071,work_area,作业区域,,0.2014,simulated,字段缺失
ENG-0071,equipment_status,设备状态,正常,0.8884,simulated,完全正确
ENG-0071,date,日期,2026-06-12,0.868,simulated,完全正确
ENG-0072,qc_id,桥吊编号,QC-14,0.9228,simulated,完全正确
ENG-0072,rtg_id,龙门吊编号,,0.2627,simulated,字段缺失
ENG-0072,yard_gate,堆场口,Y4RD-D7,0.583,simulated,字母识别错误
ENG-0072,work_area,作业区域,B-30,0.9411,simulated,完全正确
ENG-0072,equipment_status,设备状态,维修中,0.8813,simulated,完全正确
ENG-0072,date,日期,0026-06-13,0.5914,simulated,字母识别错误
ENG-0073,qc_id,桥吊编号,QC-34,0.9075,simulated,完全正确
ENG-0073,rtg_id,龙门吊编号,RTG-15,0.9736,simulated,完全正确
ENG-0073,yard_gate,堆场口,YARD-D9,0.8751,simulated,完全正确
ENG-0073,work_area,作业区域,B-09,0.9649,simulated,完全正确
ENG-0073,equipment_status,设备状态,维修中,0.9619,simulated,完全正确
ENG-0073,date,日期,,0.208,simulated,字段缺失
ENG-0074,qc_id,桥吊编号,QC-24,0.8756,simulated,完全正确
ENG-0074,rtg_id,龙门吊编号,RTG-26,0.9466,simulated,完全正确
ENG-0074,yard_gate,堆场口,YARD-E3,0.9753,simulated,完全正确
ENG-0074,work_area,作业区域,B-06,0.8927,simulated,完全正确
ENG-0074,equipment_status,设备状态,待检,0.9853,simulated,完全正确
ENG-0074,date,日期,2026-06-15,0.9323,simulated,完全正确
ENG-0075,qc_id,桥吊编号,QC-06,0.9774,simulated,完全正确
ENG-0075,rtg_id,龙门吊编号,RTG-23,0.9413,simulated,完全正确
ENG-0075,yard_gate,堆场口,YARD-C8,0.9518,simulated,完全正确
ENG-0075,work_area,作业区域,C-25,0.9719,simulated,完全正确
ENG-0075,equipment_status,设备状态,维修中,0.9603,simulated,完全正确
ENG-0075,date,日期,2026-06-16,0.908,simulated,完全正确
ENG-0076,qc_id,桥吊编号,QC-22,0.8979,simulated,完全正确
ENG-0076,rtg_id,龙门吊编号,RTG-24,0.9743,simulated,完全正确
ENG-0076,yard_gate,堆场口,YARD-C9,0.9642,simulated,完全正确
ENG-0076,work_area,作业区域,B-22,0.9323,simulated,完全正确
ENG-0076,equipment_status,设备状态,维修中,0.9226,simulated,完全正确
ENG-0076,date,日期,2026-06-17,0.9182,simulated,完全正确
ENG-0077,qc_id,桥吊编号,QC-21,0.9324,simulated,完全正确
ENG-0077,rtg_id,龙门吊编号,RTG-26,0.9093,simulated,完全正确
ENG-0077,yard_gate,堆场口,YARD-B7,0.9646,simulated,完全正确
ENG-0077,work_area,作业区域,B-19,0.9125,simulated,完全正确
ENG-0077,equipment_status,设备状态,正常,0.8814,simulated,完全正确
ENG-0077,date,日期,2026-06-18,0.9209,simulated,完全正确
ENG-0078,qc_id,桥吊编号,QC-07,0.8837,simulated,完全正确
ENG-0078,rtg_id,龙门吊编号,RTG-28,0.9446,simulated,完全正确
ENG-0078,yard_gate,堆场口,YARD-D8,0.924,simulated,完全正确
ENG-0078,work_area,作业区域,A-05,0.8687,simulated,完全正确
ENG-0078,equipment_status,设备状态,正常,0.9819,simulated,完全正确
ENG-0078,date,日期,2026-06-19,0.9497,simulated,完全正确
ENG-0079,qc_id,桥吊编号,QC-29,0.9534,simulated,完全正确
ENG-0079,rtg_id,龙门吊编号,RTG-07,0.914,simulated,完全正确
ENG-0079,yard_gate,堆场口,YARD-B6,0.98,simulated,完全正确
ENG-0079,work_area,作业区域,B-07,0.9378,simulated,完全正确
ENG-0079,equipment_status,设备状态,待检,0.9811,simulated,完全正确
ENG-0079,date,日期,2026-06-20,0.965,simulated,完全正确
ENG-0080,qc_id,桥吊编号,QC-19,0.8624,simulated,完全正确
ENG-0080,rtg_id,龙门吊编号,RT6-04,0.5862,simulated,字母识别错误
ENG-0080,yard_gate,堆场口,C5-YARD,0.6281,simulated,顺序错误
ENG-0080,work_area,作业区域,C-11,0.9852,simulated,完全正确
ENG-0080,equipment_status,设备状态,维修中,0.9558,simulated,完全正确
ENG-0080,date,日期,2026-06-21,0.9042,simulated,完全正确
ENG-0081,qc_id,桥吊编号,QC-32,0.8802,simulated,完全正确
ENG-0081,rtg_id,龙门吊编号,RTG-26,0.9249,simulated,完全正确
ENG-0081,yard_gate,堆场口,YARD-C7,0.9115,simulated,完全正确
ENG-0081,work_area,作业区域,B-26,0.9412,simulated,完全正确
ENG-0081,equipment_status,设备状态,待检,0.8979,simulated,完全正确
ENG-0081,date,日期,2026-06-22,0.8869,simulated,完全正确
ENG-0082,qc_id,桥吊编号,QC-26,0.8837,simulated,完全正确
ENG-0082,rtg_id,龙门吊编号,RTG-22,0.9641,simulated,完全正确
ENG-0082,yard_gate,堆场口,YARD-E4,0.9757,simulated,完全正确
ENG-0082,work_area,作业区域,A-27,0.8762,simulated,完全正确
ENG-0082,equipment_status,设备状态,待检,0.9827,simulated,完全正确
ENG-0082,date,日期,2026-06-23,0.8696,simulated,完全正确
ENG-0083,qc_id,桥吊编号,QC-29,0.9076,simulated,完全正确
ENG-0083,rtg_id,龙门吊编号,RTG-23,0.9552,simulated,完全正确
ENG-0083,yard_gate,堆场口,YARD-G3,0.5494,simulated,数字识别错误
ENG-0083,work_area,作业区域,A-19,0.9586,simulated,完全正确
ENG-0083,equipment_status,设备状态,待检,0.9659,simulated,完全正确
ENG-0083,date,日期,2026-06-24,0.8695,simulated,完全正确
ENG-0084,qc_id,桥吊编号,OC-24,0.7661,simulated,字母识别错误
ENG-0084,rtg_id,龙门吊编号,RTG-04,0.8682,simulated,完全正确
ENG-0084,yard_gate,堆场口,YARD-C5,0.9507,simulated,完全正确
ENG-0084,work_area,作业区域,B-09,0.9879,simulated,完全正确
ENG-0084,equipment_status,设备状态,维修中,0.9318,simulated,完全正确
ENG-0084,date,日期,2026-06-25,0.9796,simulated,完全正确
ENG-0085,qc_id,桥吊编号,QC-02,0.89,simulated,完全正确
ENG-0085,rtg_id,龙门吊编号,RTG-15,0.8863,simulated,完全正确
ENG-0085,yard_gate,堆场口,YARD-A3,0.9839,simulated,完全正确
ENG-0085,work_area,作业区域,C-03,0.863,simulated,完全正确
ENG-0085,equipment_status,设备状态,维修中,0.8898,simulated,完全正确
ENG-0085,date,日期,2026-06-26,0.9343,simulated,完全正确
ENG-0086,qc_id,桥吊编号,QC-21,0.8899,simulated,完全正确
ENG-0086,rtg_id,龙门吊编号,RTG-22,0.8943,simulated,完全正确
ENG-0086,yard_gate,堆场口,YARD-C4,0.9186,simulated,完全正确
ENG-0086,work_area,作业区域,D-02,0.8819,simulated,完全正确
ENG-0086,equipment_status,设备状态,待检,0.9127,simulated,完全正确
ENG-0086,date,日期,2026-06-27,0.979,simulated,完全正确
ENG-0087,qc_id,桥吊编号,QC-03,0.9035,simulated,完全正确
ENG-0087,rtg_id,龙门吊编号,RTG-21,0.9569,simulated,完全正确
ENG-0087,yard_gate,堆场口,YARD-D6,0.9566,simulated,完全正确
ENG-0087,work_area,作业区域,D-15,0.9215,simulated,完全正确
ENG-0087,equipment_status,设备状态,正常,0.8876,simulated,完全正确
ENG-0087,date,日期,2026-06-28,0.9109,simulated,完全正确
ENG-0088,qc_id,桥吊编号,QC-10,0.8638,simulated,完全正确
ENG-0088,rtg_id,龙门吊编号,RTG-27,0.9405,simulated,完全正确
ENG-0088,yard_gate,堆场口,YARD-D1,0.8879,simulated,完全正确
ENG-0088,work_area,作业区域,C-30,0.9145,simulated,完全正确
ENG-0088,equipment_status,设备状态,待检,0.99,simulated,完全正确
ENG-0088,date,日期,2026-06-29,0.9379,simulated,完全正确
ENG-0089,qc_id,桥吊编号,QC-17,0.9382,simulated,完全正确
ENG-0089,rtg_id,龙门吊编号,RTG-22,0.8935,simulated,完全正确
ENG-0089,yard_gate,堆场口,YARD-B4,0.9632,simulated,完全正确
ENG-0089,work_area,作业区域,A-29,0.9403,simulated,完全正确
ENG-0089,equipment_status,设备状态,正常,0.8747,simulated,完全正确
ENG-0089,date,日期,2026-06-30,0.9633,simulated,完全正确
ENG-0090,qc_id,桥吊编号,QC-18,0.8662,simulated,完全正确
ENG-0090,rtg_id,龙门吊编号,RTG-18,0.9601,simulated,完全正确
ENG-0090,yard_gate,堆场口,YARD-E2,0.9246,simulated,完全正确
ENG-0090,work_area,作业区域,A-16,0.8938,simulated,完全正确
ENG-0090,equipment_status,设备状态,正常,0.9691,simulated,完全正确
ENG-0090,date,日期,2026-06-01,0.8794,simulated,完全正确
ENG-0091,qc_id,桥吊编号,QC-33,0.9496,simulated,完全正确
ENG-0091,rtg_id,龙门吊编号,RTG-26,0.9087,simulated,完全正确
ENG-0091,yard_gate,堆场口,YARD-E9,0.9006,simulated,完全正确
ENG-0091,work_area,作业区域,A-13,0.9495,simulated,完全正确
ENG-0091,equipment_status,设备状态,维修信,0.6962,simulated,中文识别错误
ENG-0091,date,日期,2026-06-02,0.9114,simulated,完全正确
ENG-0092,qc_id,桥吊编号,,0.1274,simulated,漏识别
ENG-0092,rtg_id,龙门吊编号,RTG-19,0.9021,simulated,完全正确
ENG-0092,yard_gate,堆场口,YARD-C5,0.9673,simulated,完全正确
ENG-0092,work_area,作业区域,B-30,0.8725,simulated,完全正确
ENG-0092,equipment_status,设备状态,止常,0.5304,simulated,中文识别错误
ENG-0092,date,日期,2026-06-03,0.9347,simulated,完全正确
ENG-0093,qc_id,桥吊编号,QC-23,0.929,simulated,完全正确
ENG-0093,rtg_id,龙门吊编号,RTG-25,0.9273,simulated,完全正确
ENG-0093,yard_gate,堆场口,YARD-E4,0.8997,simulated,完全正确
ENG-0093,work_area,作业区域,B-09,0.8811,simulated,完全正确
ENG-0093,equipment_status,设备状态,待检,0.8746,simulated,完全正确
ENG-0093,date,日期,2O26-06-04,0.4757,simulated,数字识别错误
ENG-0094,qc_id,桥吊编号,QC-05,0.9814,simulated,完全正确
ENG-0094,rtg_id,龙门吊编号,RTG-26,0.9809,simulated,完全正确
ENG-0094,yard_gate,堆场口,YARD-F1,0.9431,simulated,完全正确
ENG-0094,work_area,作业区域,YARD-47,0.5069,simulated,误识别
ENG-0094,equipment_status,设备状态,待检,0.9688,simulated,完全正确
ENG-0094,date,日期,2026-06-05,0.9679,simulated,完全正确
ENG-0095,qc_id,桥吊编号,QC-28,0.9267,simulated,完全正确
ENG-0095,rtg_id,龙门吊编号,RTG-O2,0.4676,simulated,数字识别错误
ENG-0095,yard_gate,堆场口,YARD-G8,0.966,simulated,完全正确
ENG-0095,work_area,作业区域,D-16,0.8715,simulated,完全正确
ENG-0095,equipment_status,设备状态,正常,0.8733,simulated,完全正确
ENG-0095,date,日期,2026-06-06,0.9331,simulated,完全正确
ENG-0096,qc_id,桥吊编号,QC-19,0.9365,simulated,完全正确
ENG-0096,rtg_id,龙门吊编号,,0.3427,simulated,漏识别
ENG-0096,yard_gate,堆场口,YARD-E1,0.9754,simulated,完全正确
ENG-0096,work_area,作业区域,8-22,0.7544,simulated,字母识别错误
ENG-0096,equipment_status,设备状态,,0.3185,simulated,字段缺失
ENG-0096,date,日期,0026-06-07,0.7444,simulated,字母识别错误
ENG-0097,qc_id,桥吊编号,QC-14,0.9481,simulated,完全正确
ENG-0097,rtg_id,龙门吊编号,,0.3514,simulated,字段缺失
ENG-0097,yard_gate,堆场口,YARD-A6,0.8648,simulated,完全正确
ENG-0097,work_area,作业区域,C-03,0.9822,simulated,完全正确
ENG-0097,equipment_status,设备状态,待检,0.9492,simulated,完全正确
ENG-0097,date,日期,2026-06-08,0.9452,simulated,完全正确
ENG-0098,qc_id,桥吊编号,QC-22,0.8745,simulated,完全正确
ENG-0098,rtg_id,龙门吊编号,RTG-21,0.928,simulated,完全正确
ENG-0098,yard_gate,堆场口,YARD-A3,0.954,simulated,完全正确
ENG-0098,work_area,作业区域,B-13,0.9134,simulated,完全正确
ENG-0098,equipment_status,设备状态,维修中,0.8627,simulated,完全正确
ENG-0098,date,日期,2O26-06-09,0.7556,simulated,数字识别错误
ENG-0099,qc_id,桥吊编号,QC-24,0.9051,simulated,完全正确
ENG-0099,rtg_id,龙门吊编号,RTG-25,0.9433,simulated,完全正确
ENG-0099,yard_gate,堆场口,YARD-B3,0.6938,simulated,数字识别错误
ENG-0099,work_area,作业区域,C-06,0.9044,simulated,完全正确
ENG-0099,equipment_status,设备状态,待检,0.8917,simulated,完全正确
ENG-0099,date,日期,2026-06-10,0.9843,simulated,完全正确
ENG-0100,qc_id,桥吊编号,QC-08,0.8982,simulated,完全正确
ENG-0100,rtg_id,龙门吊编号,NOISE-88,0.3652,simulated,误识别
ENG-0100,yard_gate,堆场口,YARD-C5,0.9463,simulated,完全正确
ENG-0100,work_area,作业区域,D-30,0.9527,simulated,完全正确
ENG-0100,equipment_status,设备状态,NOISE-88,0.5385,simulated,误识别
ENG-0100,date,日期,,0.3136,simulated,漏识别
ENG-0101,qc_id,桥吊编号,QC-22,0.8808,simulated,完全正确
ENG-0101,rtg_id,龙门吊编号,RTG-02,0.87,simulated,完全正确
ENG-0101,yard_gate,堆场口,YARD-F2,0.8926,simulated,完全正确
ENG-0101,work_area,作业区域,A-01,0.9624,simulated,完全正确
ENG-0101,equipment_status,设备状态,维修中,0.951,simulated,完全正确
ENG-0101,date,日期,2026-06-12,0.9019,simulated,完全正确
ENG-0102,qc_id,桥吊编号,QC-36,0.8709,simulated,完全正确
ENG-0102,rtg_id,龙门吊编号,RTG-18,0.8907,simulated,完全正确
ENG-0102,yard_gate,堆场口,YARD-E6,0.8828,simulated,完全正确
ENG-0102,work_area,作业区域,C-17,0.9363,simulated,完全正确
ENG-0102,equipment_status,设备状态,停用,0.9462,simulated,完全正确
ENG-0102,date,日期,2026-06-13,0.9205,simulated,完全正确
ENG-0103,qc_id,桥吊编号,QC-28,0.8985,simulated,完全正确
ENG-0103,rtg_id,龙门吊编号,RTG-10,0.9031,simulated,完全正确
ENG-0103,yard_gate,堆场口,YARD-B9,0.9639,simulated,完全正确
ENG-0103,work_area,作业区域,C-16,0.8838,simulated,完全正确
ENG-0103,equipment_status,设备状态,停用,0.8644,simulated,完全正确
ENG-0103,date,日期,2026-06-14,0.9778,simulated,完全正确
ENG-0104,qc_id,桥吊编号,QC-27,0.8661,simulated,完全正确
ENG-0104,rtg_id,龙门吊编号,RTG-04,0.9881,simulated,完全正确
ENG-0104,yard_gate,堆场口,YARD-C8,0.5451,simulated,数字识别错误
ENG-0104,work_area,作业区域,B-17,0.9723,simulated,完全正确
ENG-0104,equipment_status,设备状态,停用,0.953,simulated,完全正确
ENG-0104,date,日期,2026-06-15,0.8644,simulated,完全正确
ENG-0105,qc_id,桥吊编号,QC-05,0.9099,simulated,完全正确
ENG-0105,rtg_id,龙门吊编号,RTG-02,0.8628,simulated,完全正确
ENG-0105,yard_gate,堆场口,YARD-E4,0.9644,simulated,完全正确
ENG-0105,work_area,作业区域,B-01,0.9836,simulated,完全正确
ENG-0105,equipment_status,设备状态,正常,0.9072,simulated,完全正确
ENG-0105,date,日期,2026-06-16,0.9286,simulated,完全正确
ENG-0106,qc_id,桥吊编号,QC-08,0.9166,simulated,完全正确
ENG-0106,rtg_id,龙门吊编号,RTG-09,0.8638,simulated,完全正确
ENG-0106,yard_gate,堆场口,YARD-B4,0.9863,simulated,完全正确
ENG-0106,work_area,作业区域,B-06,0.9681,simulated,完全正确
ENG-0106,equipment_status,设备状态,停用,0.9239,simulated,完全正确
ENG-0106,date,日期,0026-06-17,0.5071,simulated,字母识别错误
ENG-0107,qc_id,桥吊编号,,0.2256,simulated,字段缺失
ENG-0107,rtg_id,龙门吊编号,RTG-22,0.9701,simulated,完全正确
ENG-0107,yard_gate,堆场口,YARD-B9,0.9071,simulated,完全正确
ENG-0107,work_area,作业区域,B-06,0.939,simulated,完全正确
ENG-0107,equipment_status,设备状态,待检,0.9469,simulated,完全正确
ENG-0107,date,日期,2026-06-18,0.9363,simulated,完全正确
ENG-0108,qc_id,桥吊编号,QC-11,0.8608,simulated,完全正确
ENG-0108,rtg_id,龙门吊编号,RTG-20,0.9151,simulated,完全正确
ENG-0108,yard_gate,堆场口,YARD-A9,0.9166,simulated,完全正确
ENG-0108,work_area,作业区域,A-13,0.9484,simulated,完全正确
ENG-0108,equipment_status,设备状态,,0.404,simulated,字段缺失
ENG-0108,date,日期,2026-06-19,0.9485,simulated,完全正确
ENG-0109,qc_id,桥吊编号,QC-07,0.9029,simulated,完全正确
ENG-0109,rtg_id,龙门吊编号,RTG-16,0.916,simulated,完全正确
ENG-0109,yard_gate,堆场口,YARD-F3,0.9112,simulated,完全正确
ENG-0109,work_area,作业区域,,0.181,simulated,字段缺失
ENG-0109,equipment_status,设备状态,停用,0.8938,simulated,完全正确
ENG-0109,date,日期,2026-06-20,0.8726,simulated,完全正确
ENG-0110,qc_id,桥吊编号,QC-04,0.9652,simulated,完全正确
ENG-0110,rtg_id,龙门吊编号,RTG-22,0.9766,simulated,完全正确
ENG-0110,yard_gate,堆场口,YARD-G6,0.9754,simulated,完全正确
ENG-0110,work_area,作业区域,A-21,0.9519,simulated,完全正确
ENG-0110,equipment_status,设备状态,,0.3395,simulated,漏识别
ENG-0110,date,日期,2026-06-21,0.9559,simulated,完全正确
ENG-0111,qc_id,桥吊编号,QC-28,0.9651,simulated,完全正确
ENG-0111,rtg_id,龙门吊编号,13-RTG,0.6253,simulated,顺序错误
ENG-0111,yard_gate,堆场口,YARD-A9,0.9067,simulated,完全正确
ENG-0111,work_area,作业区域,A-28,0.9384,simulated,完全正确
ENG-0111,equipment_status,设备状态,,0.1535,simulated,漏识别
ENG-0111,date,日期,2026-06-22,0.9522,simulated,完全正确
ENG-0112,qc_id,桥吊编号,QC-16,0.8875,simulated,完全正确
ENG-0112,rtg_id,龙门吊编号,RTG-09,0.8729,simulated,完全正确
